comment, title, product_id , verification_status , likes, created_at
نسبت به قیمتش خیلی عالی نیست. طبق نظرات بقیه خریدم اما راضی نیستم.,معمولی,382890,verified,0,2019-05-21 19:00:40
دوستان کیفیت ساخت و طراخی عالی داره فقط بدونین اندازش بزرگه یعنی به عنوان یک لیوان بزرگ بخرین نه ی لیوان سایز معمولی.لیوانای معمولی حجمشون ۲۵۰ سی سی هستش و این ۳۳۴ سیسی.مساله دوم که تو عکس خیلی واضح نیست رنگه.لیوانا رنگین اما ی رنگه خیلی لایت..اینو گفتم چون تو عکس جوری دیده میشه انگار بی رنگن فقط کف لیوان رنگیه.اینجوری نیست.کلا رنگیه اما خیلی لایت..نه به اندازه بعضی مدلاش که دیگه کاملا رنگی هستن.در کل جذاب و کاربردی هستن.,طراحی و رنگ,1534687,verified,0,2019-05-21 19:00:26
شغال ترین شمع ممکن ، از دی جی کالا خرید کردم بعد از بستن رو ماشین کارکرد موتور بدتر از قبل شد در صورتی که بعد از بستن شمع های کارکرده ماشین خیلی بهتر شد  .,آشغال ترین شمع,471929,rejected,0,2019-05-21 19:00:26
کالای ارسالی ، اشتباه بود و عودت شد و هنوز میلغ پرداخت شده برگردانده نشده,عدم مطابقت با سفارش,995823,rejected,0,2019-05-21 19:00:01
سرعت خیلی خوبی داره من با یو اس بی 3 امتحان کردم بین سرعت 17 تا 22 مگابایت استیبل بود اگه با اندازه بزرگش مشکل ندارید نسبت به قیمت فلش ارزنده ای هست,سرعت و قیمت مناسب,1418797,verified,0,2019-05-21 18:59:20
خیلی خوب بود ولی با تاخیر زیاد به دستم رسید. راضی ام ازش,شیک و مناسب,1097762,verified,0,2019-05-21 18:58:54
"اصلا این که تو تصویر نشون داده شده نیستش ساده ساده هست و نسبت به این تصویر خیلی ظاهر زشتی داره

اصلا از دیجی کالا انتظار نداشتم ...",بسیار بد,1566386,rejected,0,2019-05-21 18:58:45
من سایز ۰.۱۲ الن رو خریدم، مهره هاش شبیه مهره های تسبیحه، حتی نخی که دستبند باهاش بافته شده داخل مهره ها دیده میشه، ولی طلاش قشنگ و ظریفه، کاش مهره های بهتری برای بافت دستبند انتخاب میکردن که کمی براق باشه، این مهره ها یه مقدار مات و پلاستیکیه,خیلی ظریف,1010616,verified,1,2019-05-21 18:58:42
وقتی روش میشینی احساس میکنی هر لحظه ممکن پایه ها بشکنن و خیلی پایه های ضعیفی به نظر میاد. به دلیل اینکه پایه ها به سمت داخل هستن و خیلی نازک هستن و سطح استحکام با زمین خیلی کمه,پایه ها خیلی به هم نزدیک و ضعیف,1504701,verified,0,2019-05-21 18:57:40
توی شگفت انگیز خریدم خوبه,خوب,1573331,verified,0,2019-05-21 18:57:37
در صورت انجام تمام مراحل رنگ چراغ از نارنجی به ابی تغییر میکنه.با همین ایران هم میتونید رجیستر بشید ودر ضمن تشکر از تمام عزیزانی که راهنمایی های خیلی خوبی نوشته بودند,کاربردی,549157,verified,0,2019-05-21 18:57:36
با تاخیر زیاد به دستم رسید ولی خوب بود. خانمم ازش خوشش اومده. ممنون دیجی,کاربردی,905029,verified,0,2019-05-21 18:57:24
"بسیارررر زیبا مثل خود عکس و بسیاررر راحت ...
  made in India می باشد ...",سبک شیک راحت,740096,verified,0,2019-05-21 18:57:21
من این رو از پیشنهاد ویژه خریدم و واقعا می ارزه,از لحاظ قیمت و عملکرد عالی,420686,verified,0,2019-05-21 18:57:16
با چند بار استفاده و شستشو با دست قسمت فلزی جدا شد و طراحی روی دسته پاک شد,قسمت فلزی با چندبار استفاده جدا شد و طراحی رو دسته پاک شد,703494,verified,0,2019-05-21 18:57:01
نصفه بیشترش هواست,ترنجان,331825,verified,0,2019-05-21 18:56:47
"به نسبت قیمت مناسبی که داره کار راه اندازه و نور مناسبی داره
ولی نباید ازش انتظار رینگ لایتهای حرفه ای و استدیویی داشته باشید
به نسبت قیمت کاملا راضی هستم و خریدش رو توصیه می کنم",برای کار ناخن و ابرو و اکستنشن مناسبه,1505513,verified,0,2019-05-21 18:56:17
خیلی خوشم اومد ازش. با قیمت مناسبی که داره برای دوستام کادو میگیرم. فقط امیدوارم دوباره با تاخیر نرسه دستم.,خیلی جذاب,796847,verified,0,2019-05-21 18:55:03
با تشکر از دیجی کالا این میز بسیار عالی محکم و زیباست برای دخترم خریدم خیلی ازش راضیم,خیلی عالی بود ممنون دیجی کالا,781796,verified,0,2019-05-21 18:54:50
"سلام ساعت قشنگ و خوبی هستش ولی ریجستری نیست اصلا
و شارژ هم نمیشه ساعت اصلا",ریجستری نیست,321761,rejected,0,2019-05-21 18:54:23
"واقعا میگوی بد مزه و تلخی بود
از دیجی کالا انتظار همچین میگوی بی کیفیتی نداشتم
....
از کالاهای سوپر مارکتی دیجی کالا نا امید شدم",ناامید کننده,1417890,rejected,0,2019-05-21 18:53:35
واقعا چرمه,عالی,885670,verified,0,2019-05-21 18:53:24
امروز تحویل گرفتم. از نظر ابعاد کاملا مطابق خواسته من بود. کیفیت معمولی ولی متفاوت با عکس,قابل قبول,407585,rejected,0,2019-05-21 18:53:18
با تاخیر زیاد به دستم رسید ولی خیلی کاربردی و خاص بود,کاربردی,804262,verified,0,2019-05-21 18:53:15
شفاف نیست,رنگ,928861,verified,0,2019-05-21 18:52:38
"اسم نویسنده اشتباه نوشته شده!!!
نوید سید علی اکبر هست!
نه علی اکبر سید نوید!!!!!!!",نام نویسنده اشتباه نوشته شده است,246858,rejected,0,2019-05-21 18:52:34
یک کاور بی کیفیت وشل و ول من از روی نظرات خرید کردم و راضی نیستم,یک کاور بی کیفیت وشل و ول,356804,verified,2,2019-05-21 18:52:16
یه تغیر کوچیک و دلچسب در اشپزخانه,تنوع در دکور,312520,verified,0,2019-05-21 18:51:55
دوستان عزیز این دستگاه کاملا نیاز شما رو برطرف میکنه حتی بیش از نیاز چون این طور که من فهمیدم تصفیه اب تا پنج مرحله کافی هست ،با تشکر از تکنسین های با اخلاق شرکت تصفیه سازان در بندرعباس آقایان رعیت فر وشریفی که در نهایت دقت اقدام به نصب دستگاه اینجانب نموده حتی برخی قطعات که در بسته نبود آقای شرفی از وسایل کار خودشون استفاده نموده وبعد از اتمام کار توضیحات کامل وتست اب انجام دادن که بلافاصله سختی اب از ۸۷۰به ۷۰ppmکاهش نشان داد,این دستگاه کاملا پیشنهاد میکنم به دلیل کیفیت وبدنه فایبر نگرانی زنگ زدن نداره,892017,verified,0,2019-05-21 18:51:28
ظاهر زیبایی داره ولی متاسفانه سطح داخلی انگشتری که به دست من رسیده کاملا زنگ زده است. انگار یک سال دست کسی بوده. مثل جنس دست دومه. حیف هزار تومن برای همچین جنسی. اصلا رغبت نمیکنم دستش کنم.,انگشتر,1064855,rejected,0,2019-05-21 18:51:14
خداییش نسبت به قیمتش خیلی عالیه.به نظرات منفیه بعضی از دوستان توجه نکنید.یا علی!!!,کیفیت,615138,verified,0,2019-05-21 18:50:59
برای خونه کوچیک ما مناسب بود. تنوع خوبی بود. البته با تاخیر زیاد به دستم رسید.,سوپرایز,1157065,verified,0,2019-05-21 18:50:39
تصویرش بهران فیلتره، ولی ارسالی با کیفیت پایین,کیفیت نامناسب,435234,rejected,0,2019-05-21 18:50:22
همه چی عالی بود فقط تنها چیزی ک مورد داره رنگشو اشتباه فرستادن,هنسفری اوی,657543,rejected,0,2019-05-21 18:50:20
"واقعا فکر نمیکردم انقدر بوی واقعی قهوه رو بده .خیلی عالی و خوشبو
مرسی دیجی",یک کلام عالی,1511802,verified,0,2019-05-21 18:49:01
سلام لطفا راکت رو موجود کنید لازم دارم...,موجود کنید,52075,rejected,0,2019-05-21 18:48:33
خیلی خیلی کوچیکه فک نمی‌کردم دیگه اینقدر کوچیک باشه.یه نیمرو هم بزور میشه توش درست کرد,ماهیتابه,826464,verified,0,2019-05-21 18:48:32
"با تاخیر زیاد امروز رسید.
قیمتش با تخفیف خوبه. اندازه و ظرفیتش هم خوب بود. فکر کنم برای کوه و پیاده روی کاربردیه",جا دار,665320,verified,0,2019-05-21 18:48:10
من امروز تحویل گرفتم. چند مورد اندازه گیری با مولتیمتر حرفه ای مقایسه کردم که راضی کننده بود. در یک کلام به نظرم در این محدوده قیمت انتخاب مناسبیه.,انتخاب مناسب,505422,verified,0,2019-05-21 18:47:51
"خیلی زیاد تا دیدم خورد تو ذوقم..
واقعا کیفیت پایین و توی شگفت انگیز هم اصلا ارزش خرید نداره ، نمیدونم برخی دوستان از چی این کفش خوششون اومده..
خلاصه اصلا اصلا اصلا ارزش خرید نداره",جنس بسیار ضعیف,1125434,verified,2,2019-05-21 18:47:24
همزمان نمیشه با گلس استفاده کرد یعنی اگر اپل واچتون گلس داره باید گلسش رو بکنید که بتونید از این استفاده کنید خود من که ضد حال خوردم ولی خب جنسش خوبه نسبتا,پیشنهاد نمیکنم,306398,verified,0,2019-05-21 18:46:29
"از نظر کیفیت ساخت ، کیفیت مطلوب
ظاهر و طراحی مناسب
آرگونومیک
ولی هنوز ازش استفاده نکردم که نظر قطعی بدم
قیمت مناسب",کوله پاتریس( c 67 (Caterpillar,763311,verified,0,2019-05-21 18:46:24
خیلی عالی هست و قیمتش خوبه,قیمت مناسب,101425,verified,0,2019-05-21 18:45:33
پیشنهاد میکنم بخرید,در کل خوبه و کار میده.,1608245,verified,0,2019-05-21 18:45:27
"اگر جدول سایز بندی هم به مشخصات کالا یا عکس ها اضافه می شد خیلی خوب بود.
نسبتاً کمی گرانتر از موارد مشابه با همین جنس و کیفیت است.",خوب,665958,verified,0,2019-05-21 18:43:20
من از خریدم راضی هستم چون همیشه کفش اسپرت میپوشم و با دیدن این کفش خوشحال شدم چون همون چیزی بود که دنبالش بودم,۴۲,613693,verified,0,2019-05-21 18:42:33
لطفا موجود کنید ,کالا موجود شود سپاس ,539231,rejected,0,2019-05-21 18:41:27
خداییش میخوایید با ۶ تومن نظر هم بدم ؟؟🤔🤔,قاب گوشی,388978,rejected,0,2019-05-21 18:41:25
"اگر جدول سایز بندی هم به مشخصات کالا یا عکس ها اضافه می شد خیلی خوب بود.
نسبتاً کمی گرانتر از موارد مشابه با همین جنس و کیفیت است.",مناسب,704013,verified,0,2019-05-21 18:41:05
ای کاش رنگ امیزی تیغه بهتر بود.,برسی کیفیت,1045837,verified,0,2019-05-21 18:40:41
سایزش در حد یک ساعت بچگانه ست. رنگش بیشتر به کرم میخورد و صفحه اش هم خیلی مات است.,سایز کوچک,1455960,verified,0,2019-05-21 18:37:44
"همون روز اولی ک خریدم استفاده کردم شستم گذاشتم خشک شه ک فردا نگاش کردم دیدم چند قسمتیش زنگ زده
واقعا کیفیت ساختش خیلی پایینه
تا حالا ندیدم چاقوی آشپزخونه زنگ بزنه",بی کیفیت,1495284,verified,0,2019-05-21 18:37:28
سلام آیا امکان کم و زیاد کردن صدا و تعویض آهنگ رو داره؟,سوال دارم,191646,rejected,0,2019-05-21 18:35:42
خواهشا یکبار دیگه اینو موجود کنید، من داشتم فرآیند تکمیل سفارش رو پیش میبردم که یهو ناموجود شد :( ,یکبار دیگه موجودش کنید,1587710,rejected,0,2019-05-21 18:34:23
خوب و کاربردیه و قیمتش واقعا خوبه,خوبه,710688,verified,0,2019-05-21 18:34:19
خوبه ولی نخش زود شل میشه یا در میره در کل خوبه,بند انداز,1522088,verified,0,2019-05-21 18:34:16
هم خوشگله هم با کیفیت کاملا راضی ام,عالیه,522530,verified,0,2019-05-21 18:33:57
عالیه خدایشش بخرید و حالش ببرید,عالیه من دوسال دارم واقعا تو قیمت خودش بهترینه,368175,verified,0,2019-05-21 18:33:55
قشنگه,خوبه,1020709,verified,0,2019-05-21 18:33:38
چیز جالبیه,جالبه,1106928,verified,0,2019-05-21 18:33:22
گوشی خوشدت و قشنگیه. باتریش خیلی خوب شارژ نگه می داره. تاچ روان و خوبه گوشی بعد آپدیت به اندروید 9 روان  تر می شه. کیفیت صفحه نمایشم خوبه به نسبت. می تونید بااستفاده از یک رم حافظه داخلی رو ارتقا بدید. کلی برنامه روش ریختم بدون لگ اجرا می کنه. بازی آسفالت هم ریختم اجرا کرد. صدا و صفحه نمایشم خوبه. جای سنسور اثر انگشت واقعا خالیه. که اگه داشت یه گوشی کامل بود. جای دو تا سیمکارت و کارت حافظه هم جداست که خیلی خوبه. یه ذره تنظیماتش نسبت به سامسونگ و هواوی متفاوته که خب راه می افتید و مشکلی نیست. دوربین در حد 13 نیست. عالی نیست ولی خوب و کار راه بندازه. تو نور کافی خیلی بهتره. تنها ایرادش این بود که اول پرش صفحه داشت ولی بعد آپدیت حل شد و اگه باشه خیلی خفیفه. در کل اگه دنبال یه میان رده مقرون به صرفه اید پیشنها می کنم. البته شهرستان لوازم جانبیش نیست و یا کمه. بپرسید اگه شهرتون نداشتن حتما لوازم جانبیشم از همین دیجیکالا سفارش بدید. ممنون از دیجی کالا,خوشدست و روان,1512525,verified,6,2019-05-21 18:33:09
سایزش کوچیکه و کیفیتش پایینه,خوب نیست,1562462,verified,0,2019-05-21 18:32:51
ماندگاریش مثل اون مدل رژ های میبلین نیست.ولی رنگش و کیفیتش خیلی خوبه .روی پوست من که گندمی هستم از توی عکس کمرنگتر هست و خیلی مناسب ارایش اسموکی و حتی اداری هست.,رنگ مناسب,439105,verified,0,2019-05-21 18:32:16
خوب و کاربردیه,کاربردیه,498137,verified,1,2019-05-21 18:32:01
قیمتش خیلی بالا رفته اما از لحاظ کارایی برای کارهای خانگی و حتی نیمه صنعتی می تونه عالی باشه. بهتره چندتا مته با کیفیت داشته باشید اون موقع قدرت واقعی  این دریل رو خواهید دید اما نداشتن کیف باعث دردسر تو حمل میشه البته یک قوطی داره اما نمیشه با خودت ببری بعد دوبار رفت و برگشت پاره خواهد شد.,دریل خانگی عالی,299210,verified,0,2019-05-21 18:30:33
قیمتش نسبت به بقیه توی بازار بهتر بود با همون کارایی . مهمترین مسئله این بود که کسی که اومد برای نصب بسیار مودب بود و از موادی که خودم گرفته بودم استفاده کرد . این دستگاه ۱۸ ماه گارانتی داره نه ۲۴ ماه . ۶۵ تومن بابت تصب کرفت و ۶۵ تومن هم بابت مبدل و محافظ برق که مال خود شرکت بود و اجباری . من لباسشویی مدیا گرفتم اصلا در حد کره ای ها نیست ولی ظرفشویی دوو در حد ال جی و بوش بود . کاش لباسشویی هم دوو کرفته بودم که ارزونتر هم بود . در کل از خرید و کارایی فعلا راضیم تا ۶ ماه دیگه از بگذره ببینیم همونقدر خوبه یا خیر ,فعلا تو بازار از نظر ارزش به پول پرداختی بهترینه ,900652,rejected,0,2019-05-21 18:30:20
ظاهر قشنگی داره .ولی دستگیره وسط قرار نگرفته جنس سبد خیلی ضعیف و نازک,ناراضی,1516517,verified,1,2019-05-21 18:30:13
خیلب بی کیفیت بود.متاسفانه بعد از باز نمودن دیدم ازقسمت اتصالی گیره به در پوش شکسته شده بسته بندی شده بود.که با اندک فشار کلا گیره از در پوش جدا میشه.وخودنویس بدون درپوش هم بی ارزش وبلا استفاده میشه,متاسفانه.در پوش داخل قوطی ارسالی از قسمت گیره اویز لباس به جهت بی کیفیت وخیلی ضعیف بودن شکسته بود.از سفارش ام خیلی پشیمان شدم.,918871,rejected,0,2019-05-21 18:30:08
واقعا ماندگار و بدون استفاده از ارایش پاک کن اصلا پاک نمیشه.رنگش هم مثل عکس هست,ماندگاری عالی,599148,verified,0,2019-05-21 18:29:53
در کل خوب بود,قیمت مناسب,983163,verified,0,2019-05-21 18:29:33
لطفا تخفیف رو زیاد کنید,تخفیف,559630,rejected,0,2019-05-21 18:25:29
خیلییی قیمت باااست  من ابزار خریدم ۱۰۰۰۰تومن وخاک ۳۰۰۰,قیمت خیلیی بالاست,842800,rejected,0,2019-05-21 18:25:25
زیباست و دوست دارم بخرم اما از سایزش مطمئن نیستم. اینکه واقعا ۴۴اندازه ست یا باید یه سایز بزرگتر ازش بخرم؟؟,سایز لباس,1433847,rejected,0,2019-05-21 18:21:49
"افتضاح،سرم کلاه گذاشتن،تو مشخصاتش زده بدنه فلز،اما پلاستیک بسیار بی کیفیت
اصلا به هیچ کس پیشنهاد نمیکنم",افتضاح,793348,rejected,0,2019-05-21 18:20:33
کیفیت عالی,کیفیت,1492548,verified,1,2019-05-21 18:20:29
"من برای هدیه خریدم و جعبه خیلی شیکی داشت
بارکد کالا رو توی سایت هم چک کردم که کالا اصل بود
تشکر از دیجی کالا",کالای اصل,91385,verified,0,2019-05-21 18:19:47
"حیف پولی که من به این دادم
جالب اینجاست که قابلیت مرجوعی نداره",بسیار بی کیفیت,317335,rejected,0,2019-05-21 18:19:44
حتما بخرید عالیه,Jbl flip4,250538,verified,0,2019-05-21 18:19:22
کمی کوتاه هست و برای قد بلند وقتی میشینی ، بالای ران کمی میخوره زیر میز. صندلی و ارتفاعش استاندارد هست. از نظر کیفیت ساخت و اسمبل کردنش خیلی خوب بود.,ارتفاع کمی کوتاه,190579,verified,0,2019-05-21 18:19:06
من خودم فینیش استفاده میکردم ولی الان ابن قرص خیلی بهتره,موافقت کامل,910185,verified,1,2019-05-21 18:18:56
من یک ساله این کفش رو خریدم و فقط برای اداره می‌پوشم. و اکثر اوقات هم همین پامه تو اداره. از کیفیتش کاسته نشده و زیبا هم هست. بعد از یک سال اومدم نظر بدم در موردش و بگم که ارزش خریدش رو داشت:),کفش خوبی است,494684,verified,0,2019-05-21 18:18:24
"نه با شارژر شارژ میشه
نه با خورشید شارژ میشه
گوشی رو هم شارژ نمیکنه؟
نه خودش
نه با نور خورشید
هر چی هم میخوام مرجوع کنم نمیشه",اصلا به درد نمیخوره,1023796,rejected,0,2019-05-21 18:18:18
"تشکر از دیجی کالا
بار کد کالا رو چک کردم از خود سایت سازنده... کالا اصل بود",کالای اصل,130341,verified,0,2019-05-21 18:18:09
"طراحی عالی و خیلی پرکاربرد هست , نکته ی مهمش چرخدار بودن سطله که حملش و راحت میکنه و محفظه ی مایع شستشو که روی سطل تعبیه شده .. من رنگ سبزآبیش و گرفتم که خیلی ملایم و زیباست . واقعا شستشوی راه پله رو برام آسون کرده. خیلی از خریدم راضیم",شیک و پرکاربرد,626791,verified,0,2019-05-21 18:17:22
من به عنوان هدیه گرفتم و دیروز که رفتم دیدم واقعا افتضاح بود.نوشته ها اصلا مشخص نیست .واقعا تفاوت صددرصد داره عکس با واقعیتش.از دیجیکالا خرید زیاد کردم ولی این ی دونه اشتباه بزرگی بود که ابرومو برد.,من به عنوان هدیه گرفتم و دیروز که رفتم دیدم واقعا افتضاح بود.نوشته ها اصلا مشخص نیست .واقعا تفاوت صددرصد داره عکس با واقعیتش.از دیجیکالا خرید زیاد کردم ولی این ی دونه اشتباه بزرگی بود که ابرومو برد.,927393,rejected,0,2019-05-21 18:15:49
سلام لطفا طرز کارشو توضیح بدین، فرق معمولی با پلاسش چیه,دوستان یکی طرز کارشو توضیح بده,611233,rejected,0,2019-05-21 18:15:27
"هنگام تماس پشت هدفن چراغ قرمز آبی روشن میشه و مشخص میشه دستگاه فیکه
داخل عکس روی هدفن اسپیکر کوچیکی هست که الان که تحویل گرفتم اونم وجود نداره و کاملا مشخصه که دستگاه فیکه",نخرید,1513528,rejected,0,2019-05-21 18:15:25
سفارش دادم ۴ بسته نیم کیلویی در خرید شگفت انگیز واقعت با کیفیت و ابدار و قیمت به نسبت بازار خوب,پیشنهاد میکنم اگر تمام بار در زمانهای مختلف مثل سفارش من باشد,1542923,verified,2,2019-05-21 18:15:18
"شیشه های کثیف
درب بطری ها زنگ زده
طمع نامناسب
کاملا غیر استاندارد بود  و مثل دوغ های آبعلی که شیشه هاشون نوشته های برجسته و لیبل مناسب دارن، نبود.",بی کیفیت,1482105,rejected,0,2019-05-21 18:15:14
خییییییلیییی کوچیکه بشقاب به زور داخلش جا میشه افتضاحه نخرید مرجوع هم نمیکنن,افتضاح,592946,rejected,0,2019-05-21 18:15:03
"یه ساک دستی زیبا و شیک ,دقیقا همونی که تو عکسه.. من واقعا از خریدم راضیم",زیبا و با کیفیت,1599365,verified,0,2019-05-21 18:14:10
"این چرا چروک‌هاش باز نمی‌شه؟:))
وزن زیادی رو نمی‌تونه تحمل کنه. در حد چند تا چیز سبک خوبه.",هشتاد تومن براش زیاده,1141567,rejected,0,2019-05-21 18:13:37
جنس عالی و سایز خوب و بزرگ برای بچه های بالای یک سال که بیشتر شیر میخورن.,شیشه شیر,167186,verified,0,2019-05-21 18:13:32
خوب بود و نسبت به قیمت عالی بود,خوب بود نسبت به قیمت عالی بود,291406,verified,1,2019-05-21 18:13:13
بزرگ و کیفیت بالا.خیلی کارآمد.,درپوش,1119486,verified,0,2019-05-21 18:12:12
پیشنهاد میکنم ۱۰۰٪,فوق العاده,220048,verified,0,2019-05-21 18:12:12
پارچ مسی زیبا و خوش طرح فقط کمی کوچک.,پارچ مسی,265908,verified,0,2019-05-21 18:11:14
برای شربت مناسب است.عطر خیلی خوبی هم داره.,عرق نعنا ربیع,790694,verified,1,2019-05-21 18:10:18
جنسش خوب بود از خریدم راضیم ممنونم از دیجی,پیشنهاد میکنم بخرید,1410060,verified,0,2019-05-21 18:09:59
دقیقا مثل عکس بزرگ و نرم.,عروسک,141221,verified,0,2019-05-21 18:09:29
دلار ک میره بالا زود۲۰۰ تومن قیمت رو میبرن بالا ولی دلار اگه  ۵ هزارتومنم ارزون بشه قیمتو دست نمیزنن,مهرداد,55074,rejected,0,2019-05-21 18:09:28
واسه ی کادو تولد خریدم بسته بندی خیلی زیبایی داره و سایزشم ۱۹ در ۱۱ سانتی متره گفتم شاید به دردتون بخوره,ظاهر بسیار زیبا,857812,verified,0,2019-05-21 18:08:52
کیفیت متوسط.,بیسکوییت جوین,675655,verified,1,2019-05-21 18:08:34
نمکدان خوب و مناسب و زیبا در سایز بزرگ,نمکدان مسی,919106,verified,0,2019-05-21 18:07:41
"بعد از انتقال 100 مگ اطلاعات ، سرعت به شدت کاهش پیدا میکنه
usb 3 نیست فقط رنگش آبیه تا شمارو گول بزنه",سرعت انتقال,299983,rejected,0,2019-05-21 18:07:41
"وقتی این کفش به دستم رسید خوشحال شدم چون خوشگل بود و شکل عکسش بود و تو فروش ویژه ۱۶۲ تومن خریدم و فکر کردم سود کردم!
ولی بیست هزار تومن هم ارزش نداره. من صد قدم هم باهاش راه نرفتم. دوبار پوشیدمش و هردوبار هم سوار ماشین بودم و فقط یه مسیر کوتاه و عادی رو راه رفتم. ولی سرپاشنه‌اش که مثل خمیربازی وا رفت و کف کفش در حال جدا شدنه. من نمی‌دونم اینا که عکس و تبلیغ این جنس‌های خراب رو می‌ذارن تو دیجی‌کالا، وجدان ندارن؟ ",بی‌کیفیت,1392583,rejected,0,2019-05-21 18:06:50
من منتظرم موجود بشه,اقا موجودش کنید,1587804,rejected,0,2019-05-21 18:05:51
شرگت دوو الکترونیک از شرکتهای باسابقه کره جنوبی می باشد هر چند شهرت رقبای جئید خود مانند هیوندایی و ال جی و سامسونگ را ندارد تلوزیونهای دوو عموما بااستفاده از پنل های IPS ساختت ال جی تولید می گردند که علاوهبر زاویه دید گسترده و تحمل ضربه و فشار بالاتر دارای غمر بالا و تصویر طبیعی تری نیز هستند کانال هدایت صدا که در قسمت زیر قاب تعبیه شده علاوه بر افزایش زیبائی باعث هدایت صدا به سمت بیننده می گرد از دیگر مخاسن این تلوزیون استفاده از نسخه 5 سیستم عامل بسیار محبوبو حهانی اندروید است بنابر این این تلوزیون در بخش تلوزیون هومند محدودیتهای تلوزیونهایی که از سیستم عامل اختصاصی خود را مورد استفاده قرار می دهند مانند ال جی و سامسونگ را ندارد این تلوزیون در ایران ودر منطقه مورچه خورت اصفهان مونتاژ و از گارانتی مطمئن گروه صنعتی انتخاب بر خوردار است,یک تلوزیون خوب با قیمت مناسب,933215,rejected,0,2019-05-21 18:05:48
اصلا کیفیت نداره .,ماژیک ها خشک بودن,515359,rejected,0,2019-05-21 18:05:35
عالی صدا راخیلی خوب پخش میکند.,درجه یک,734841,verified,0,2019-05-21 18:05:21
چقدر عالیه که میتونیم آثار‌هنری زیبا رو اینجا ببینیم,اثر هنری رئال زیبا,1652991,rejected,0,2019-05-21 18:05:10
با سلام . تقریبا دو ماهه که رنگ قرمزشو خریدم . از طراحیه ساعت کاملا راضی ام . نصبت به قیمتش واقعا راضیتون میکنه . نیاز به باطری هم نداره مقناطیسی شارژ میشه تو حرکت,تو این رنج قیمت راضیتون میکنه,439415,verified,0,2019-05-21 18:03:43
"روی جعبه رنگ مورد درخواست علامت زده شده بود ولی داخل جعبه رنگ صورتی گذاشته بودند.
قلم سه بعدی قبلا استفاده شده بود
پایه نگهدارنده داخل جعبه نبود
شامل مرجوعی هم نمیشه",اسباب بازی,884664,rejected,0,2019-05-21 18:03:40
در شگفت انگیز ارزش خرید داره,هنوز تصمیم نگرفتم,1458536,verified,0,2019-05-21 18:03:14
"دوستانی که این ساعت رو خریدند لطفا نطر بدهند
با تشکر",دوستانی که این ساعت رو خریدند لطفا نطر بدهند,1561501,rejected,0,2019-05-21 18:01:52
زیاد محکم نیست ولی خوبه,خوب است,1607922,verified,0,2019-05-21 18:01:42
محصول کیفیتش خوبه اما از دیجی کالا بعید بود که اچار فیلر رو همراهش نفرستاد و متاسفانه باعث تعجب من شد چون توی عکس ها این اچار رو گذاشته بودین,هرز گرد تایم,906120,rejected,0,2019-05-21 18:01:26
فقط در سایز توجه کنید همین رو بخرید خیلی عالی هست,تور اکواریوم,508659,verified,0,2019-05-21 18:01:19
دوروزه پاره شد,حیف پول,1499919,rejected,0,2019-05-21 18:00:59
"ارزش خرید نداره واقعا
سر درد اوره
بوی تند عربی داره",بی کیفیت,593697,verified,0,2019-05-21 18:00:30
اصلا کیفیت خوبی ندارد بعد از یک هفته خراب شد,اصلا جنس خوبی ندارد,1073702,verified,0,2019-05-21 17:59:04
حیف پول که بابت این کالا پرداخت بشه,بدرد نخور,676172,rejected,0,2019-05-21 17:58:43
اصلا خوب نیست و قیمتش با این وضعیت باید هزار تومن باشه,12345,342492,rejected,0,2019-05-21 17:57:52
"من یکی برای خودم خریدم، عالی بود. یکی دیگه برای خواهرم هم خریدم.
فوق العاده با کیفیته و سریع گوشی رو شارژ می‌کنه
چند تا از دوستان نوشتن که اگر دو تا کابل بهش بزنی دیگه فست شارژ نیست.
من با ایفون۶ و شیاومی Mi A2 امتحان کردم، بازم فست شارژه.
ولی اگه دوتا گوشی که هر دوتا فست شارژ باشن وصل باشه اون موقع سرعت شارژش کم میشه.
کابل خیلی خوبی هم همراهش هست
عالیه. حتماً بخریدش. مخصوصاً اگر شگفت انگیز باشه که دیگه فوق العاده است.",جنس عالی و با کیفیت,355803,verified,0,2019-05-21 17:57:51
عالی بود مکالمه اش خیلی خوبه,عالیه کیفیت صداش,390726,verified,3,2019-05-21 17:56:19
کاش قیمتش مناسب تر باشه,خوبه ولی سخته کار کردن باهاش,575463,rejected,0,2019-05-21 17:55:38
"به علت شکل ساختاری و جنس در نظر گرفته شده هیچگونه امنیت و کارایی مناسب ندارد
بعد از نصب مجبور به تنظیم کردن مکرر گره طناب شدیم چراکه طناب بعلت جنس آن کش می آید!",بی کیفیت,465809,verified,0,2019-05-21 17:54:56
من خیلی دوسشون داشتم ولی از سه ماه پیش تو دیجی کالا تاالان صدتومن روقیمتش رفته واقعا ناراحت شدم ک دیگه اونقدر که بخوام توان خریدشوندارم چون خیلی گرون شده,حتما پیشنهاد میکنم,363023,rejected,0,2019-05-21 17:54:39
به نسبت قیمتی که داره میشه گفت خوبه و نسبتا طراحی مورد پسندی داره.,گریپ آلن خور,551086,verified,0,2019-05-21 17:54:29
درکل خوبه رنگاش قشنگه,توجه کنید دور شورت حالت کشی داره اما توی عکس نشون داده نشدهدر مورد سایزش هم سایز خودتون انتخاب کنید سایزش خوبن,720738,verified,0,2019-05-21 17:53:06
